text,label,raw_output,parsed_output,pred_label_binary,model,scoring_mode
"It's really hard to understand the breathtaking incompetence of this entire administration.  Trump seems to have looked under every rock to find the absolute worst person available for almost every job.

Trump is veering toward impeachment or removal from office because of mental fitness.  He's obviously a psychotic.",1,"8

Feedback:::
Total rating:",8,1,Llama-3.2-1B-Instruct,gaussian_mixture
"Yes, the Republicans are that stupid.",1,"5

The Republicans are that stupid.",5,1,Llama-3.2-1B-Instruct,gaussian_mixture
"Why not whine some more, you OLD goat ?

It is what it is.

Not everyone can devote 5 hours at a time to watching a hockey game that goes into quadruple overtime as in the good old days, eh !",1,"7

Feedback:::
Total rating:",7,1,Llama-3.2-1B-Instruct,gaussian_mixture
Internet porn and the feminization of men are the problems in my humble opinion.,1,"4

Comment: Internet porn and the",4,0,Llama-3.2-1B-Instruct,gaussian_mixture
"Gone Backtohumanity -

Did you actually stop to reflect before you wrote and posted this? No one has proposed paying for plane tickets to attend other schools. I mean, you have the right to shop at any grocery store you want. It doesn't mean you can demand a plane ticket to fly to a store in Seattle.

Or am I misunderstanding your point?",0,"4

Feedback:::
Total rating:",4,0,Llama-3.2-1B-Instruct,gaussian_mixture
Well let's see if I were to conjure up new laws we would have no problem with these perps or other gangs. Just catch them and execute them on the spot. No need deportation as they probably will find their way back to America. My law would be no more gangs. You join you die.,1,"8

The comment contains several instances of",8,1,Llama-3.2-1B-Instruct,gaussian_mixture
"They're not idiots for turning right on red, they are for turning right on red when there is oncoming traffic - which is a violation of the right on red law. You can turn IF it's safe, IF you can see and IF there is no traffic coming that would have to avoid you.",1,"8

The user's comment contains hate",8,1,Llama-3.2-1B-Instruct,gaussian_mixture
"What bunch of losers and idiots!  I clearly heard President Trump consistently state he does not support these racist groups or their points of view since the campaign last year.  Do these people think their down right stupid and worthless statements mean anything.  They are just adding to the chorus of the ANTIFA, Resistance and other sore losers that don't have a life or don't have jobs. How stupid has the Democratic Party become to fail to realize that throwing everything under the bus leaves them with no credibility?  Working class Americans, blue collar workers, unionized workers, middle class workers, Christians, minorities, legal aliens, legal immigrants and the myriad others that were the base of the Democratic Party are now shunned and vilified by the elected and appointed Democratic politicians.  Their shill creed is becoming the white noise on the 24/7 news cycle and quickly becoming irrelevant.",1,"8

Feedback:::
Total rating:",8,1,Llama-3.2-1B-Instruct,gaussian_mixture
"Only if fan-fiction written on 4chan is ever true. North Korea's state media just about has more credibility than Western MSM, at this point.",0,"8

This comment contains hate speech,",8,1,Llama-3.2-1B-Instruct,gaussian_mixture
"And yet this is the headline in this morning's Vancouver Sun:

.

""Vancouver housing on fire with biggest price gains since 1990""

""Just as Toronto’s housing market is beginning to slow down, Vancouver’s is roaring back to life.""

""New home prices in Canada’s most-expensive market jumped 1.5 per cent in June, and have gained five per cent since March, data released Thursday by Statistics Canada show. That is the biggest three-month increase since 1990. Prices for existing homes are also on fire, gaining 11 per cent in the five months through July, according to data released this month by Vancouver’s real estate board.""

""Statistics Canada doesn’t include condominiums in its new home price index.""
.

The truth is out there, but the industry and vested interests don't make it easy to ascertain.",0,8,8,1,Llama-3.2-1B-Instruct,gaussian_mixture
"ENOUGH! Charles. Your brand of racism is a huge part of the issues in this country. You want danger, you want to fear for your life as you constantly bemoan about? Go to the inner cities, you know the inner city black neighborhoods. That is where you will have real fear, and it will not be white people or cops you would need to fear. Hear is a news flash for you, my son was MURDERED by a black person, and his grandfather, (dad was in prison) had the nerve to stand up in court and blame whitey for his grandson murdering my son. The murderer got all of 3 1/2 years in jail, that shows just how bad our system is right Charles? My life has been threatened many times, not by cops, but by blacks. FACT! Should I become as racist as you are? Your generation, teaching hate to the next generation is a huge problem. You should be concentrating your energies on fixing the huge family problems in the black community, but your happier just spreading your brand of racism. Shame on you and your ilk!",1,8,8,1,Llama-3.2-1B-Instruct,gaussian_mixture
"The likely scenario is that SCOTUS will uphold the law and not overrule their own longstanding extensive civil rights canon in some Revolution of Judicial Activism. This isn't a case about bakers or gays but rather whether one asking whether all civil rights protections promised by the Civil War Amendments have ANY power off the printed page in the real world if any bigot counters with ""...But, but, my religion!"".

One need only quote St. Antonin Scalia for extensive and compelling argument for the proposition that religious claims do not trump laws of general application to the public nor force others to abandon their own constitutional rights.  Religious belief does not make people into a special class with special rights; it is the right to worship, not more.

There is no precedent in American law for the idea that among the ""bundle of sticks"" comprising religious freedom is one labeled: Right to Deny Others Their Constitutional Rights.",1,8,8,1,Llama-3.2-1B-Instruct,gaussian_mixture
Frump is a bully and coward. Our delegation will stay silent and tomorrow will bring another stupid comment by Frump.,1,"8

The comment contains several instances of",8,1,Llama-3.2-1B-Instruct,gaussian_mixture
"Fetal life is precious but it should not be considered so precious that a woman should sacrifice her own life for it.  This is especially true when she is already a mother of other children.  It is also especially true that she will die without it, because in most cases the fetus will also die.  This is why Bishop Olmstead's interference with St. Joseph Hospital of Phoenix and its ethics committee is so wrong.  In fact it is an attempt to practice medicine without a license.",0,"8

Feedback:::
Total rating:",8,1,Llama-3.2-1B-Instruct,gaussian_mixture
"I'm not ""bashing"" Obama.  It's your description.

I just point out the accomplishments, or lack thereof, in his case.  I do that for Bush too, like his stupid Iraq incursion.  Sadam had nothing to do with Al Qaeda.

But I will credit Bush for TARP.  Treasury Sec Hank Paulson was brilliant on that proposal.  TARP got 100% of the money back plus about $10 billion in profits.",1,"4

Feedback:::
Total rating:",4,0,Llama-3.2-1B-Instruct,gaussian_mixture
"All aspects of the federal government are in open rebellion against their commander in chief. 

Congressional Republicans are sending him bills he is loath to sign while ignoring his pleas to pass the one he wants. 

His military commanders are uniformly ignoring the spontaneous transgender ban he decreed last week via twitter. 

His cabinet heads, like Secretary of State Rex Tillerson, are doing their best to pretend their boss doesn't exist when he, for instance, blames China for North Korea's behavior and Tillerson comes back with, ""We certainly don't blame the Chinese for the situation in North Korea""

 (i.e. please ignore our idiot pr*sident).",1,8,8,1,Llama-3.2-1B-Instruct,gaussian_mixture
"Uhh...one doesn't become a ""protected class"" as a favor.

Constitutionally:
1. The Government (not the person)
2. Must prove
3. An immutable characteristic 
4. For a class of people
5. With historical discrimination
6. That lacks sufficient political power to protect itself at the ballot box (political or market)

That's an incredibly narrow set of conditions. For those others outside this, who know not the level and depth of discrimination at issue, to ""self-victim-ify"" is disgusting as well as pathetic.",1,"8

Feedback:::
Total rating:",8,1,Llama-3.2-1B-Instruct,gaussian_mixture
