row_index,example_index,worker_id,aspect,original,simplification,human_rating
3442,260,1,2,Events Europe July 29 — battle of Stiklestad( Norway): Olav Haraldsson loses to his Pagan Vassals and is killed in the battle.,"In the battle of July 29, the battle of Stiklestad( Norway): Olav Haraldsson Haraldsson(.),. Haraldsson(.),. Haraldsson(.),. Haraldsson(.),. Haraldsson(.),.(.),.(.), and is loses( ..)(.),",0.0
3443,260,14,1,Events Europe July 29 — battle of Stiklestad( Norway): Olav Haraldsson loses to his Pagan Vassals and is killed in the battle.,"In the battle of July 29, the battle of Stiklestad( Norway): Olav Haraldsson Haraldsson(.),. Haraldsson(.),. Haraldsson(.),. Haraldsson(.),. Haraldsson(.),.(.),.(.), and is loses( ..)(.),",0.0
3444,260,23,2,Events Europe July 29 — battle of Stiklestad( Norway): Olav Haraldsson loses to his Pagan Vassals and is killed in the battle.,"In the battle of July 29, the battle of Stiklestad( Norway): Olav Haraldsson Haraldsson(.),. Haraldsson(.),. Haraldsson(.),. Haraldsson(.),. Haraldsson(.),.(.),.(.), and is loses( ..)(.),",1.0
3445,260,2,0,Events Europe July 29 — battle of Stiklestad( Norway): Olav Haraldsson loses to his Pagan Vassals and is killed in the battle.,"In the battle of July 29, the battle of Stiklestad( Norway): Olav Haraldsson Haraldsson(.),. Haraldsson(.),. Haraldsson(.),. Haraldsson(.),. Haraldsson(.),.(.),.(.), and is loses( ..)(.),",52.0
3446,260,2,1,Events Europe July 29 — battle of Stiklestad( Norway): Olav Haraldsson loses to his Pagan Vassals and is killed in the battle.,"In the battle of July 29, the battle of Stiklestad( Norway): Olav Haraldsson Haraldsson(.),. Haraldsson(.),. Haraldsson(.),. Haraldsson(.),. Haraldsson(.),.(.),.(.), and is loses( ..)(.),",10.0
3447,260,14,2,Events Europe July 29 — battle of Stiklestad( Norway): Olav Haraldsson loses to his Pagan Vassals and is killed in the battle.,"In the battle of July 29, the battle of Stiklestad( Norway): Olav Haraldsson Haraldsson(.),. Haraldsson(.),. Haraldsson(.),. Haraldsson(.),. Haraldsson(.),.(.),.(.), and is loses( ..)(.),",0.0
3448,260,14,0,Events Europe July 29 — battle of Stiklestad( Norway): Olav Haraldsson loses to his Pagan Vassals and is killed in the battle.,"In the battle of July 29, the battle of Stiklestad( Norway): Olav Haraldsson Haraldsson(.),. Haraldsson(.),. Haraldsson(.),. Haraldsson(.),. Haraldsson(.),.(.),.(.), and is loses( ..)(.),",0.0
3449,260,7,2,Events Europe July 29 — battle of Stiklestad( Norway): Olav Haraldsson loses to his Pagan Vassals and is killed in the battle.,"In the battle of July 29, the battle of Stiklestad( Norway): Olav Haraldsson Haraldsson(.),. Haraldsson(.),. Haraldsson(.),. Haraldsson(.),. Haraldsson(.),.(.),.(.), and is loses( ..)(.),",0.0
3450,260,13,1,Events Europe July 29 — battle of Stiklestad( Norway): Olav Haraldsson loses to his Pagan Vassals and is killed in the battle.,"In the battle of July 29, the battle of Stiklestad( Norway): Olav Haraldsson Haraldsson(.),. Haraldsson(.),. Haraldsson(.),. Haraldsson(.),. Haraldsson(.),.(.),.(.), and is loses( ..)(.),",0.0
3451,260,13,0,Events Europe July 29 — battle of Stiklestad( Norway): Olav Haraldsson loses to his Pagan Vassals and is killed in the battle.,"In the battle of July 29, the battle of Stiklestad( Norway): Olav Haraldsson Haraldsson(.),. Haraldsson(.),. Haraldsson(.),. Haraldsson(.),. Haraldsson(.),.(.),.(.), and is loses( ..)(.),",0.0
3452,260,13,2,Events Europe July 29 — battle of Stiklestad( Norway): Olav Haraldsson loses to his Pagan Vassals and is killed in the battle.,"In the battle of July 29, the battle of Stiklestad( Norway): Olav Haraldsson Haraldsson(.),. Haraldsson(.),. Haraldsson(.),. Haraldsson(.),. Haraldsson(.),.(.),.(.), and is loses( ..)(.),",0.0
3453,260,27,1,Events Europe July 29 — battle of Stiklestad( Norway): Olav Haraldsson loses to his Pagan Vassals and is killed in the battle.,"In the battle of July 29, the battle of Stiklestad( Norway): Olav Haraldsson Haraldsson(.),. Haraldsson(.),. Haraldsson(.),. Haraldsson(.),. Haraldsson(.),.(.),.(.), and is loses( ..)(.),",0.0
3454,260,23,0,Events Europe July 29 — battle of Stiklestad( Norway): Olav Haraldsson loses to his Pagan Vassals and is killed in the battle.,"In the battle of July 29, the battle of Stiklestad( Norway): Olav Haraldsson Haraldsson(.),. Haraldsson(.),. Haraldsson(.),. Haraldsson(.),. Haraldsson(.),.(.),.(.), and is loses( ..)(.),",1.0
3455,260,11,0,Events Europe July 29 — battle of Stiklestad( Norway): Olav Haraldsson loses to his Pagan Vassals and is killed in the battle.,"In the battle of July 29, the battle of Stiklestad( Norway): Olav Haraldsson Haraldsson(.),. Haraldsson(.),. Haraldsson(.),. Haraldsson(.),. Haraldsson(.),.(.),.(.), and is loses( ..)(.),",5.0
3456,260,11,1,Events Europe July 29 — battle of Stiklestad( Norway): Olav Haraldsson loses to his Pagan Vassals and is killed in the battle.,"In the battle of July 29, the battle of Stiklestad( Norway): Olav Haraldsson Haraldsson(.),. Haraldsson(.),. Haraldsson(.),. Haraldsson(.),. Haraldsson(.),.(.),.(.), and is loses( ..)(.),",6.0
3457,260,5,2,Events Europe July 29 — battle of Stiklestad( Norway): Olav Haraldsson loses to his Pagan Vassals and is killed in the battle.,"In the battle of July 29, the battle of Stiklestad( Norway): Olav Haraldsson Haraldsson(.),. Haraldsson(.),. Haraldsson(.),. Haraldsson(.),. Haraldsson(.),.(.),.(.), and is loses( ..)(.),",4.0
3458,260,27,0,Events Europe July 29 — battle of Stiklestad( Norway): Olav Haraldsson loses to his Pagan Vassals and is killed in the battle.,"In the battle of July 29, the battle of Stiklestad( Norway): Olav Haraldsson Haraldsson(.),. Haraldsson(.),. Haraldsson(.),. Haraldsson(.),. Haraldsson(.),.(.),.(.), and is loses( ..)(.),",0.0
3459,260,19,2,Events Europe July 29 — battle of Stiklestad( Norway): Olav Haraldsson loses to his Pagan Vassals and is killed in the battle.,"In the battle of July 29, the battle of Stiklestad( Norway): Olav Haraldsson Haraldsson(.),. Haraldsson(.),. Haraldsson(.),. Haraldsson(.),. Haraldsson(.),.(.),.(.), and is loses( ..)(.),",1.0
3460,260,11,2,Events Europe July 29 — battle of Stiklestad( Norway): Olav Haraldsson loses to his Pagan Vassals and is killed in the battle.,"In the battle of July 29, the battle of Stiklestad( Norway): Olav Haraldsson Haraldsson(.),. Haraldsson(.),. Haraldsson(.),. Haraldsson(.),. Haraldsson(.),.(.),.(.), and is loses( ..)(.),",6.0
3461,260,15,2,Events Europe July 29 — battle of Stiklestad( Norway): Olav Haraldsson loses to his Pagan Vassals and is killed in the battle.,"In the battle of July 29, the battle of Stiklestad( Norway): Olav Haraldsson Haraldsson(.),. Haraldsson(.),. Haraldsson(.),. Haraldsson(.),. Haraldsson(.),.(.),.(.), and is loses( ..)(.),",5.0
3462,260,15,1,Events Europe July 29 — battle of Stiklestad( Norway): Olav Haraldsson loses to his Pagan Vassals and is killed in the battle.,"In the battle of July 29, the battle of Stiklestad( Norway): Olav Haraldsson Haraldsson(.),. Haraldsson(.),. Haraldsson(.),. Haraldsson(.),. Haraldsson(.),.(.),.(.), and is loses( ..)(.),",2.0
3463,260,5,0,Events Europe July 29 — battle of Stiklestad( Norway): Olav Haraldsson loses to his Pagan Vassals and is killed in the battle.,"In the battle of July 29, the battle of Stiklestad( Norway): Olav Haraldsson Haraldsson(.),. Haraldsson(.),. Haraldsson(.),. Haraldsson(.),. Haraldsson(.),.(.),.(.), and is loses( ..)(.),",24.0
3464,260,15,0,Events Europe July 29 — battle of Stiklestad( Norway): Olav Haraldsson loses to his Pagan Vassals and is killed in the battle.,"In the battle of July 29, the battle of Stiklestad( Norway): Olav Haraldsson Haraldsson(.),. Haraldsson(.),. Haraldsson(.),. Haraldsson(.),. Haraldsson(.),.(.),.(.), and is loses( ..)(.),",27.0
3465,262,10,0,This resulted in both Montenegro and Serbia becoming independent countries.,This resulted and becoming countries.,20.0
3466,262,24,0,This resulted in both Montenegro and Serbia becoming independent countries.,This resulted and becoming countries.,6.0
3467,262,24,2,This resulted in both Montenegro and Serbia becoming independent countries.,This resulted and becoming countries.,5.0
3468,262,24,1,This resulted in both Montenegro and Serbia becoming independent countries.,This resulted and becoming countries.,77.0
3469,262,10,2,This resulted in both Montenegro and Serbia becoming independent countries.,This resulted and becoming countries.,0.0
3470,262,5,0,This resulted in both Montenegro and Serbia becoming independent countries.,This resulted and becoming countries.,11.0
3471,262,10,1,This resulted in both Montenegro and Serbia becoming independent countries.,This resulted and becoming countries.,12.0
3472,262,5,1,This resulted in both Montenegro and Serbia becoming independent countries.,This resulted and becoming countries.,2.0
3473,262,5,2,This resulted in both Montenegro and Serbia becoming independent countries.,This resulted and becoming countries.,34.0
3474,262,9,0,This resulted in both Montenegro and Serbia becoming independent countries.,This resulted and becoming countries.,1.0
3475,262,27,0,This resulted in both Montenegro and Serbia becoming independent countries.,This resulted and becoming countries.,0.0
3476,262,6,2,This resulted in both Montenegro and Serbia becoming independent countries.,This resulted and becoming countries.,0.0
3477,262,13,1,This resulted in both Montenegro and Serbia becoming independent countries.,This resulted and becoming countries.,0.0
3478,262,2,2,This resulted in both Montenegro and Serbia becoming independent countries.,This resulted and becoming countries.,9.0
3479,262,11,1,This resulted in both Montenegro and Serbia becoming independent countries.,This resulted and becoming countries.,6.0
3480,262,11,0,This resulted in both Montenegro and Serbia becoming independent countries.,This resulted and becoming countries.,9.0
3481,262,11,2,This resulted in both Montenegro and Serbia becoming independent countries.,This resulted and becoming countries.,9.0
3482,262,13,0,This resulted in both Montenegro and Serbia becoming independent countries.,This resulted and becoming countries.,0.0
3483,262,13,2,This resulted in both Montenegro and Serbia becoming independent countries.,This resulted and becoming countries.,16.0
3484,262,27,2,This resulted in both Montenegro and Serbia becoming independent countries.,This resulted and becoming countries.,0.0
3485,262,19,2,This resulted in both Montenegro and Serbia becoming independent countries.,This resulted and becoming countries.,1.0
3486,262,19,0,This resulted in both Montenegro and Serbia becoming independent countries.,This resulted and becoming countries.,1.0
3487,262,25,2,This resulted in both Montenegro and Serbia becoming independent countries.,This resulted and becoming countries.,0.0
3488,262,2,0,This resulted in both Montenegro and Serbia becoming independent countries.,This resulted and becoming countries.,6.0
3489,262,2,1,This resulted in both Montenegro and Serbia becoming independent countries.,This resulted and becoming countries.,20.0
3490,262,25,0,This resulted in both Montenegro and Serbia becoming independent countries.,This resulted and becoming countries.,6.0
3491,262,25,1,This resulted in both Montenegro and Serbia becoming independent countries.,This resulted and becoming countries.,5.0
3492,262,19,1,This resulted in both Montenegro and Serbia becoming independent countries.,This resulted and becoming countries.,2.0
3493,262,6,1,This resulted in both Montenegro and Serbia becoming independent countries.,This resulted and becoming countries.,0.0
3494,262,6,0,This resulted in both Montenegro and Serbia becoming independent countries.,This resulted and becoming countries.,0.0
3495,262,14,1,This resulted in both Montenegro and Serbia becoming independent countries.,This resulted and becoming countries.,0.0
3496,262,14,0,This resulted in both Montenegro and Serbia becoming independent countries.,This resulted and becoming countries.,0.0
